Saccharomyces cerevisiae	Cryptococcus neoformans	Acinetobacter baumannii	Pseudomonas aeruginosa	Escherichia coli	Salmonella enterica	Azospirillum sp. 51_20	Sutterella wadsworthensis	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:103	Staphylococcus aureus	Bacillus subtilis	Listeria monocytogenes	Streptococcus thermophilus	Lactobacillus fermentum	Enterococcus faecalis	uncultured Clostridium sp.	Clostridium sp. CAG:138	Clostridium sp. CAG:217	Clostridium sp. CAG:354	Clostridium sp. CAG:356	Clostridium sp. 28_12	Clostridiaceae bacterium	uncultured Clostridiales bacterium	Butyrivibrio crossotus	Roseburia intestinalis	Roseburia faecis	Roseburia inulinivorans	Roseburia sp. CAG:50	Coprococcus eutactus	Coprococcus catus	Coprococcus comes	Coprococcus sp. CAG:131	Coprococcus sp.	Coprococcus sp. AF16-22	Coprococcus sp. AF16-5	Coprococcus sp. AF38-1	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	Anaerostipes hadrus	[Ruminococcus] gnavus	[Ruminococcus] torques	Blautia obeum	Blautia wexlerae	uncultured Blautia sp.	Blautia sp. AF19-1	Blautia sp. BIOML-A1	Fusicatenibacter saccharivorans	[Eubacterium] eligens	Eubacterium ramulus	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	Eubacterium sp.	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus callidus	Ruminococcus lactaris	Ruminococcus bicirculans	uncultured Ruminococcus sp.	Ruminococcus sp. AM28-13	Gemmiger formicilis	Faecalibacterium prausnitzii	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp.	Faecalibacterium sp. AF27-11BH	Faecalibacterium sp. BIOML-A1	Subdoligranulum sp. 60_17	Ruminococcaceae bacterium	Clostridiales bacterium	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Coprobacillus sp. AF21-8LB	Erysipelotrichaceae bacterium	Megamonas funiformis	Megamonas rupellensis	Megamonas sp. Calf98-2	Phascolarctobacterium faecium	Megasphaera massiliensis	Dialister invisus CAG:218	Dialister sp. Marseille-P5638	Firmicutes bacterium CAG:65_45_313	Firmicutes bacterium AF22-6AC	Bifidobacterium adolescentis	Bifidobacterium animalis	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Collinsella aerofaciens	Collinsella stercoris	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides massiliensis	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides dorei	Bacteroides xylanisolvens	Bacteroides faecis	Bacteroides mediterraneensis	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. UNK.MGS-14	Bacteroides sp. NMBE5	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes finegoldii CAG:68	Alistipes putredinis CAG:67	Alistipes sp.	Alistipes sp. 3BBH6	Prevotella copri	Prevotella sp.	Prevotella sp. AM23-5	Odoribacter splanchnicus	Barnesiella intestinihominis	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis
D04-ZF-R3	-4.1567	-10.6369	0.7468	-3.604	-0.7558	-3.5089	-6.2435	-1.749	-4.4848	3.566	-5.1024	-0.8573	0.594	-5.7022	-5.6976	-3.1353	-5.2089	-3.0561	3.9436	4.7782	0.5955	-6.2061	-4.8108	-6.1144	3.9561	4.0927	4.3642	2.3807	3.4822	3.7272	-3.3765	4.916	4.1005	2.786	4.3941	5.1125	4.4817	4.4142	4.6885	5.6262	5.1708	3.5927	3.5505	0.3063	3.8154	2.8039	2.9694	4.5822	0.7631	-0.5383	2.0188	3.6506	1.0416	-8.9705	2.7867	1.8839	4.3713	5.3148	2.0707	2.0313	4.2581	-1.1067	-5.1242	4.0611	-6.0049	2.2397	7.0024	3.4596	4.0447	2.4656	2.1354	0.0806	5.3837	4.5981	1.3574	1.0661	-2.7438	4.9016	-5.8131	-11.4851	-11.4388	-2.7044	-7.797	-11.6611	-3.1519	0.7288	0.9225	6.8734	0.1018	2.9597	4.233	1.8984	-5.1237	2.2138	3.0295	2.065	-1.3037	2.6094	-1.1384	2.2902	-3.7291	-2.6738	-0.9176	-11.7112	-0.9292	-0.9314	4.085	1.322	-4.8964	-4.5589	-6.7984	2.1967	-4.9367	-3.5921	-8.6677	-5.0843	-2.2801	-3.4051	0.8416	0.5159	-0.0111	2.8134	0.2313	-5.0389	-3.0714	-0.1794	7.0904	5.32	5.5227	2.9877	0.2078	1.0189	-0.2977	3.6199
D04-OF-R1	-5.2867	-7.9729	-0.2331	-3.8458	-1.2876	-3.6268	-6.1407	-2.4674	-4.6087	3.1927	-5.0257	-0.7185	0.2473	-5.991	-6.1144	-2.4094	-4.8864	-2.1937	3.9268	4.5388	1.1656	-6.1776	-4.4766	-5.9625	4.0214	4.5641	4.6307	2.4826	3.5622	4.4286	-2.6087	5.0716	4.3763	3.1887	4.5692	5.2784	4.6356	4.5887	4.9077	6.5987	5.4342	4.2573	4.3555	0.5945	4.1915	3.0025	3.0824	4.9017	0.8861	-0.5088	2.2382	4.2252	1.0985	-7.6062	3.1276	1.8578	4.7896	4.9525	1.4805	1.4149	4.1133	-0.7717	-5.3937	4.2821	-6.2411	2.7288	6.9843	3.6709	4.1014	2.3701	2.0262	0.5915	5.6042	4.5651	1.5547	0.8082	-1.6633	5.5259	-5.6554	-12.5064	-14.0347	-3.8329	-8.7773	-10.9069	-3.2863	1.1487	1.3207	7.3552	0.5744	3.5294	4.8045	2.647	-4.7786	1.7508	2.7747	2.1323	-1.6291	2.0192	-1.5907	2.5928	-3.6925	-2.8299	-2.1367	-13.9798	-1.3711	-1.2964	3.9365	0.3275	-5.4093	-5.071	-7.601	1.9622	-4.8637	-3.6728	-6.7466	-4.5989	-1.3508	-3.797	0.3867	0.2354	0.009	2.9508	-0.2392	-5.3707	-3.2333	-0.3342	5.7667	4.5	4.2937	2.8434	1.0263	0.566	-0.7047	3.2702
D04-ZH-R1	-4.8526	-8.9768	0.7287	-3.8705	-1.2124	-3.341	-5.6533	-1.3047	-4.2491	3.837	-4.7714	-0.1344	0.3087	-5.1335	-5.8173	-2.3621	-5.0904	-2.4545	3.9167	5.1195	1.1942	-5.9827	-4.1016	-5.3615	3.9635	4.514	4.7074	2.4687	3.6257	3.7685	-3.4032	4.849	3.4356	2.1152	4.3454	5.0392	4.4122	4.3572	4.6477	5.558	4.4739	3.0444	2.4007	-0.26	3.2613	1.7141	1.797	3.2791	0.0908	-1.2148	0.5184	3.8153	0.3711	-7.6393	3.744	2.0978	4.3998	5.6447	2.3803	2.3447	2.9612	-1.2355	-5.3357	3.7307	-6.1038	2.2113	6.3433	2.9575	3.3174	1.9504	1.6658	0.2394	5.6082	4.758	2.1912	1.2344	-2.8365	4.4046	-5.3797	-12.1948	-10.5987	-2.5458	-8.1253	-10.9541	-2.9449	0.9432	1.0861	6.201	-0.4759	2.2208	3.6804	1.8931	-5.4116	2.2245	3.0039	2.1144	-1.2948	2.644	-1.0979	2.4524	-3.6511	-2.5751	-0.9839	-14.5572	-1.0286	-0.8886	4.2209	1.3482	-4.916	-4.9584	-6.5975	2.2468	-4.8305	-3.3916	-6.8418	-4.9005	-1.1541	-3.2443	1.2692	0.7722	0.3641	3.197	0.658	-4.5681	-2.653	-0.0205	7.1161	5.3564	5.8626	3.0756	1.2311	0.9877	-0.2782	3.7283
D05-NF-R2	-4.3257	-7.2231	-2.9461	0.6063	1.9907	-4.0545	-10.0547	3.5709	3.7813	-4.6552	7.8554	-4.0611	1.6694	-6.7671	-5.5082	4.0928	-5.7861	-1.048	4.1214	-4.7047	-3.2631	-3.8385	4.271	4.327	3.3231	3.7773	-2.4489	4.0588	4.4613	0.9314	-4.4594	-0.9123	2.5122	2.2331	-7.5325	-5.6762	-1.1143	-3.272	-6.6981	3.9697	4.8236	4.9402	6.2353	2.0928	1.442	3.364	5.0717	5.6396	4.9198	-0.9427	6.0108	2.3577	-0.9103	-12.5846	3.6973	-5.2985	1.2635	2.4472	-3.4772	-2.4624	-3.0661	2.1108	1.4173	5.0446	1.8182	4.3486	7.8551	0.0823	1.6281	5.2765	5.4471	2.3198	5.6536	3.3949	-3.1745	1.843	-2.0649	-2.9205	-4.8615	-6.6441	-12.7868	-11.1473	6.4189	4.4869	-5.3099	-2.7959	-2.6606	6.7046	0.6357	5.1578	6.8977	3.8756	0.3892	5.0536	6.5184	7.7119	-2.511	6.5401	5.1534	0.7978	-4.3649	-1.8078	-2.645	-10.5464	-2.4719	2.2238	2.8145	-1.5919	-5.4295	-9.5875	-7.9959	0.4824	-0.4313	5.865	-1.7244	-1.0929	-0.8831	-1.8513	0.3275	0.9433	3.2462	-0.8556	0.031	-3.454	-0.6378	-2.0665	-2.8703	-4.0322	-6.3713	2.1964	1.95	6.1556	4.9066	-2.9029
D02-ZR-R2	-5.0776	-10.2287	1.301	-4.0694	-2.2843	-4.9516	-9.77	-9.7531	-2.152	-6.889	-5.1519	1.4888	1.2182	-6.4531	-6.8837	1.658	-4.4291	-1.0743	4.4749	-3.9555	-9.3262	-4.6415	-4.9702	-5.3403	3.9814	3.4177	-2.1647	3.862	2.5507	1.3189	0.6965	-1.0601	3.0867	2.095	-5.6959	-1.5028	-4.8644	-2.1394	-4.7891	2.8488	6.4818	3.266	3.2257	3.9329	4.9727	4.5911	4.2	4.734	2.6457	6.1889	4.0817	0.4191	0.9769	-10.5558	-8.1615	1.7574	0.7584	4.6318	4.4466	4.4587	5.5942	-0.2574	-3.7858	6.6039	-5.1308	5.1522	6.1749	-0.0403	0.1088	-0.8891	-0.2892	3.2259	4.6603	6.7296	3.6906	-1.2416	-0.0864	-2.9229	-8.1103	-12.142	-8.8112	2.5956	-8.6451	-10.5124	-9.6287	4.6796	5.0064	-5.4966	4.7385	-5.9624	-4.462	1.2159	-5.6853	4.7321	4.8647	7.3715	-0.6366	6.9973	8.1311	5.6649	0.7482	5.3353	2.779	4.6191	4.5707	6.6609	3.6443	0.6851	0.1893	4.2031	6.9305	5.4253	0.7448	-0.5487	2.2437	-0.0395	1.477	-3.4039	1.5053	1.8879	3.2538	-2.0165	2.1712	-1.849	0.5626	-2.8772	-3.8962	-1.3502	-5.7126	3.4106	-3.0071	5.9812	3.6874	-2.6502
D02-NF-R1	-5.1354	-10.942	1.3812	-3.1565	-2.5472	-4.372	-10.1428	-9.9933	-2.3651	-7.4241	-5.1707	2.1545	0.631	-5.7647	-6.1393	2.8782	-4.5426	-2.6365	4.6466	-4.1452	-9.4443	-3.449	-4.179	-4.0562	4.1686	3.2211	-1.8254	5.4122	3.6783	1.9572	0.2156	-0.8536	2.2558	1.3382	-6.4271	-2.0236	-5.057	-2.5274	-4.4639	2.8477	6.5371	2.8208	3.6493	2.9069	3.4547	3.4018	3.3808	4.0115	2.0933	5.0792	3.5187	0.7528	0.5014	-9.0644	-7.5708	1.7358	1.2353	4.2337	4.1633	4.1568	5.1087	-0.551	-3.9256	6.6694	-5.1515	4.9888	7.0637	2.0553	0.9448	0.0653	0.5981	3.111	4.7388	6.6914	4.3725	-1.7597	0.7665	-2.6892	-8.7008	-12.9129	-12.163	2.0522	-9.8904	-11.0525	-9.2295	5.1029	5.4747	-5.4818	3.428	-5.8697	-3.7344	0.5683	-6.2171	4.6937	4.8999	7.3882	-0.7241	7.1161	7.751	5.7507	0.7825	5.2671	2.7811	4.6413	4.5014	6.7785	3.6797	0.4711	0.2687	4.1225	6.9374	5.4606	1.2167	-0.5821	2.3249	-0.0582	1.4676	-2.8931	1.7292	2.1251	3.7333	-1.7071	2.4379	-1.7395	0.7124	-2.4131	-3.7991	-1.3153	-5.6982	3.6581	-3.1999	6.202	4.1715	-2.4126
D02-ZF-R2	-5.1808	-10.9144	0.5193	-4.4326	-3.1273	-4.5527	-9.5118	-9.9499	-2.1231	-7.6456	-5.0231	1.6742	0.8114	-6.2036	-7.1164	2.954	-4.7689	-2.7836	4.5262	-4.2392	-9.8432	-4.456	-4.9942	-5.0354	4.0675	3.6159	-1.863	4.9593	3.5651	1.3124	0.2102	-0.7919	3.1153	2.6012	-5.2679	-1.1303	-4.9028	-1.7911	-4.429	2.8475	6.7904	3.2353	3.9975	3.4341	4.684	5.0037	5.2934	5.2002	3.1101	6.3292	4.5565	0.8074	0.7385	-10.3354	-7.4328	1.7382	0.9226	4.5501	4.3174	4.3182	6.331	0.0061	-3.8791	6.8895	-4.6781	5.3287	7.1974	2.0404	0.9326	-0.1716	0.4705	3.5387	4.7564	6.4055	4.0314	-1.3521	1.0825	-2.685	-8.3112	-11.6054	-12.4801	2.6998	-9.3553	-12.2788	-9.3799	4.5848	4.9846	-5.6354	5.4429	-5.667	-3.8382	1.2804	-5.1853	4.5784	4.531	7.0025	-0.939	6.6509	7.7318	5.4505	0.4255	5.0246	2.5345	4.3128	4.2262	6.3437	3.3051	0.3167	-0.0683	3.8731	6.5678	5.1512	0.5277	-1.0708	1.9211	-0.4079	1.0412	-3.4507	1.7256	1.6679	3.3692	-1.9865	2.4621	-2.0374	0.4005	-2.9464	-4.303	-1.5883	-5.9796	3.1936	-3.3595	5.6508	3.5411	-2.8503
D04-ZR-R3	-5.2763	-10.1571	0.3276	-3.6292	-1.5549	-3.5721	-4.9506	-1.739	-4.5819	3.7041	-4.865	-0.2886	-0.5712	-5.5538	-5.8455	-3.6137	-5.3138	-2.3438	3.86	5.0926	0.67	-6.3528	-4.2649	-5.7563	3.8037	4.3868	4.5806	2.0766	3.2046	3.6034	-3.4116	4.8349	3.3693	2.1704	4.2972	5.0159	4.3977	4.3438	4.6694	5.3559	4.4328	2.9973	2.4786	-0.3394	3.3146	1.6674	1.6775	3.3879	0.2159	-1.2469	0.843	3.6566	0.4905	-7.6825	3.2909	1.7936	4.1819	5.5818	2.2906	2.2645	2.9774	-1.2278	-5.4204	3.7524	-4.5024	2.1604	6.5896	2.9667	3.577	2.394	2.117	0.1768	5.4705	4.6806	2.0973	1.1294	-2.7927	4.5614	-5.2119	-9.0677	-6.6679	-2.5713	-8.1867	-9.8572	-3.1804	0.8661	1.0231	6.1621	-0.7457	2.1426	3.5318	1.8434	-5.2904	2.032	2.7995	1.8858	-1.4866	2.3597	-1.2243	2.2317	-3.6724	-2.6142	-1.3812	-7.4437	-1.2138	-1.0608	3.9979	0.927	-5.0769	-4.9811	-5.2755	2.0039	-4.9006	-3.7964	-6.7702	-4.9941	-1.49	-3.2761	0.9543	0.5445	0.1868	3.012	0.39	-4.7615	-2.8051	-0.1748	6.7018	5.0207	5.0333	2.997	0.7978	0.7102	-0.5304	3.4272
NCO-B4-R3	-5.6701	-5.378	-4.5147	-3.4699	-2.4474	-4.3855	5.9518	-5.6446	-3.9276	1.7128	-3.4431	0.5427	-3.844	-5.4765	-5.5043	1.2868	-5.532	-5.351	3.7671	-4.3195	-2.297	-4.474	-2.8928	-4.3922	2.4421	2.4658	-3.4512	-0.5715	-0.0182	-1.009	1.1692	2.8518	1.1278	2.5184	2.85	2.9148	2.8024	2.6108	0.7903	6.2276	4.2109	3.0666	4.0636	0.3513	2.7752	2.6114	3.67	4.6961	2.1344	1.165	3.3585	3.5419	1.6249	-5.3389	-4.0279	1.4368	2.4106	3.2826	-5.3435	-5.3215	1.6435	3.2932	1.5629	3.5009	6.8245	4.4181	7.2603	2.4713	2.6356	1.5	1.6564	2.4416	6.4469	2.8398	-1.6316	-2.3716	3.9186	-3.5159	-3.0616	-5.5746	-3.1701	-5.2566	-5.2708	-2.9311	-4.3774	-3.7157	-3.1865	3.4226	-3.1166	-0.4462	2.2617	-2.2188	-5.535	1.8784	6.7593	7.6127	2.5597	2.8284	-1.1105	4.0508	-5.4203	2.302	-1.5578	-5.2219	3.0668	3.533	1.9706	-3.9962	-3.1333	0.9954	-4.5411	-0.3194	-5.2767	-5.3293	-3.5528	-2.8528	-0.5421	4.9329	0.8616	3.3365	1.958	-1.2298	0.3895	1.3132	0.9253	4.1511	1.6525	-0.0373	-2.8518	2.8554	2.5098	1.9905	4.8681	-5.4321
D09-OH-R3	-5.4233	-9.5768	4.1066	5.8277	4.6003	-5.4916	-10.1857	4.8907	-3.7365	-3.1605	-4.7348	2.1327	-0.1052	-7.6423	-6.0599	-4.0539	-7.644	-3.8216	3.2625	-5.8988	-3.1246	4.5614	-12.6371	-12.8328	3.5941	0.1894	-2.9692	-0.0055	3.567	-1.0797	0.71	-2.3135	1.6751	2.9036	-9.6161	-3.9349	-3.957	-4.5567	-3.743	5.3277	3.76	3.7927	4.6272	0.5564	4.0518	3.2097	3.2005	4.373	0.6337	1.6608	1.421	1.0001	1.2037	-10.7544	4.4857	3.4477	2.2551	2.0324	-6.3219	-6.0223	-3.9292	2.5727	0.9587	3.7447	1.3198	3.5796	8.1909	4.3488	4.1885	2.6526	3.2218	1.817	5.2544	4.6792	-0.2941	0.059	2.905	-4.0985	-4.3125	-8.7555	-12.5976	0.99	-9.0521	-12.4892	3.4982	-4.1181	-4.2475	5.4831	1.9077	-1.4899	3.1603	2.5589	-6.1934	3.2686	6.5489	4.6507	-0.5893	5.7473	-0.2181	0.9009	-0.8788	4.0877	4.1187	-2.6354	2.886	6.0154	2.8048	5.1882	4.9974	1.5212	-2.4326	2.2633	4.6184	-2.4559	0.7592	-0.6947	5.713	3.6066	3.0707	3.1008	0.0967	2.5388	2.9987	0.8552	1.2413	1.3075	-2.3598	-2.6224	-5.7007	3.6302	-0.0316	5.0423	2.3769	-2.5062
D03-NF-R2	-11.3437	-10.9598	0.5984	-4.3363	0.2233	-4.8654	-7.5294	-0.7251	0.1196	-7.4065	-3.193	0.0639	1.2513	-6.7228	-7.4548	-1.1002	-5.2476	-3.1326	3.52	0.8551	3.8627	-5.3571	-11.0966	-12.2428	2.6402	1.1041	-2.9878	1.1792	3.469	3.1326	1.2934	0.8508	1.3209	3.2031	0.0359	1.0382	0.3872	0.6772	-0.2519	5.8791	4.2623	4.3491	2.7688	0.8224	3.8559	3.1272	3.8629	4.0729	3.3116	0.9299	3.2935	1.2108	1.6492	2.8379	-6.1474	-2.1559	2.1423	3.1226	-4.5816	-4.5771	1.1192	2.6942	-2.5726	3.4137	-1.6386	2.7898	6.8908	2.186	0.6023	2.8991	3.1194	0.7325	6.0384	3.4111	1.5835	-1.9188	-4.4943	3.0182	4.8309	3.5998	5.9856	1.9902	-8.9264	2.761	-7.8276	1.4998	0.8444	4.5937	-1.5582	-1.6438	-1.0858	5.3797	-4.5361	0.3083	3.3206	5.8019	-3.7502	1.5956	-1.292	1.9995	2.6144	-3.373	-1.3574	-8.3532	-1.9825	2.7535	3.3083	1.8902	1.854	-11.1604	-5.5738	-2.2294	-0.4171	0.4379	-1.8358	4.0518	1.1529	1.8642	-0.64	2.9812	-1.5723	-4.6991	-1.8662	1.9655	1.809	1.102	7.9093	6.2555	1.5234	-2.8246	2.0187	0.3114	2.8206	-3.4127
D03-OF-R2	-10.3323	-12.2361	1.1942	-4.7551	0.2159	-4.6068	-8.6222	0.2053	-0.532	-7.5584	-3.7978	-0.7033	0.3574	-8.6112	-6.8774	-0.9822	-6	-3.229	2.9658	0.28	2.3293	-4.6839	-13.4681	-12.4034	2.551	1.1116	-3.4732	1.1186	3.0755	3.0575	0.696	-0.1364	0.8177	2.3416	-1.1106	0.009	-0.6225	-0.3577	-1.2898	5.5078	3.7928	3.9564	2.1873	0.3927	3.3081	2.6747	3.4223	3.5505	2.8298	0.2823	2.7952	0.5899	1.0789	3.0998	-6.786	-1.9941	1.9638	2.4712	-4.8268	-5.2218	1.0669	2.2726	-2.5359	3.1467	-1.4917	1.8991	5.9159	1.6136	-0.3082	2.4559	2.6496	-0.1941	5.7798	2.6918	0.8148	-2.0599	-5.447	2.6719	4.6221	3.3461	5.7663	1.1907	-9.5822	1.1529	-9.6679	1.0315	0.2501	4.4053	-2.2951	-1.882	-1.7096	4.6518	-5.3339	1.6622	4.6809	6.7786	-2.6011	2.8502	-0.4522	3.4651	3.3247	-2.552	-0.8248	-8.0605	-1.0021	3.7587	4.6686	3.3479	2.0684	-8.579	-4.6419	-1.4387	0.9971	1.6813	-1.3137	4.7868	1.7559	3.3258	0.8685	4.3958	-0.3564	-3.1985	-0.3159	3.447	3.2664	2.5703	8.7326	7.4097	2.4003	-1.3918	3.0017	1.4144	4.2509	-2.0811
D02-OR-R1	-5.7244	-11.4997	1.3817	-3.6257	-2.4739	-4.9031	-9.5545	-9.2694	-1.8411	-7.8139	-5.1991	2.3505	1.6201	-6.4339	-6.465	3.7767	-4.7096	-2.2433	4.5245	-4.2194	-9.4901	-3.2769	-3.9292	-4.0242	4.206	3.7399	-1.923	4.1546	3.5079	1.3073	-1.1955	-0.9657	1.7431	1.7135	-5.487	-1.4993	-5.3432	-2.0134	-4.7534	2.0606	6.3856	1.8115	2.7302	2.7858	3.2088	3.5082	3.0543	4.1948	1.7347	4.103	3.0191	0.7098	-0.5502	-13.6245	-7.2911	2.4497	0.3599	4.6011	4.4776	4.4669	5.8135	-0.7211	-3.759	5.5422	-5.1333	3.9793	7.0915	1.7814	0.9344	0.2624	0.7592	2.1524	4.5955	6.404	4.6842	-1.2586	0.7823	-3.4654	-8.9154	-10.6897	-10.8983	2.7433	-10.1808	-12.5685	-9.4919	5.0517	5.442	-6.544	4.0885	-5.9961	-3.6299	-0.0321	-6.1203	5.2418	5.25	7.628	-0.2252	7.3799	8.3459	6.1271	1.1282	5.7303	3.227	5.0215	4.9433	6.9498	3.9958	0.9084	0.6073	4.5961	7.2663	5.8567	1.1242	-0.5684	2.5484	0.2836	1.7786	-2.8429	2.3732	2.3109	3.8384	-1.4561	3.0986	-1.5905	0.9632	-2.3371	-3.5382	-1.0316	-5.2929	3.8075	-2.7593	6.3345	4.0869	-2.1572
D06-OR-R1	-3.4186	-10.1047	-2.4253	-2.2393	-0.617	-2.7979	-8.4971	-2.0321	-3.9621	-6.884	0.5708	4.4393	2.9438	-5.4357	-5.9612	1.9492	-6.2642	-2.1645	4.7505	-5.0738	-7.261	-9.1218	-11.1935	-10.5363	3.328	1.9342	-1.7659	1.1028	1.2233	2.7583	-4.8505	-1.7973	2.5442	0.2482	-9.1134	-1.9475	-4.3363	-4.336	-4.238	6.7878	5.9674	4.5868	4.2294	2.8796	5.2585	4.5265	5.0098	3.4758	3.9932	0.6937	4.2063	3.5561	-1.2439	-11.9423	-6.9786	6.002	2.2463	4.528	-4.1558	-4.4508	4.855	2.9247	3.7993	5.3886	3.8019	2.7606	9.1749	-0.1286	3.6305	5.2947	5.2008	0.9201	4.3099	6.023	2.1292	-0.1213	-4.1161	-3.7867	-10.4521	-9.6911	-11.0374	-9.9796	-8.7698	3.5618	-7.0517	0.6685	-0.1933	6.0588	2.4529	3.3171	5.7144	3.8272	-5.9073	5.7416	9.0102	10.2115	9.3698	8.9228	1.2252	6.277	-2.4044	3.0361	1.8964	-6.802	1.6013	6.637	2.5531	3.0021	-5.1024	-3.3969	-6.7063	1.8413	2.5835	2.4536	-2.6911	-0.4471	-1.6062	7.6307	0.6356	5.6454	1.7813	-0.4973	-2.7612	4.4745	4.1072	6.9425	-3.0109	-2.8906	-8.2119	-1.1333	-8.9398	5.2779	2.831	-2.2594
D05-ZH-R2	-4.787	-11.9872	-3.4605	0.7775	2.5813	-3.0893	-9.4857	5.6875	4.8467	-5.4115	6.6666	-4.0634	0.2477	-6.6531	-6.032	1.4922	-7.0413	-1.5722	3.4444	-3.5025	-3.7397	-2.3217	5.7771	5.8029	2.9157	2.8967	-2.8174	2.5699	3.0414	1.1156	-4.5257	-1.9529	1.8803	1.3002	-9.0407	-6.1697	-2.1431	-4.3657	-7.4373	2.8306	3.7437	3.2898	4.6586	1.464	0.4962	2.4654	4.2465	4.8782	3.8596	-1.6316	4.9057	1.4949	-1.3443	-10.9287	3.1627	-5.9942	1.5095	3.8186	-3.519	-3.0088	-3.7887	2.6702	0.942	4.0039	1.4054	3.5401	6.3896	-1.3341	0.0856	3.4488	3.6222	1.547	5.0284	3.1458	-3.8075	1.3907	-3.4976	-3.3893	-4.6734	-5.4182	-12.0853	-11.9265	5.0988	5.0482	-4.8841	-1.9685	-2.0184	5.5594	0.1569	4.4275	6.138	3.1877	-1.4265	5.7766	6.9237	8.7683	-1.1388	7.3597	6.7366	1.736	-3.2958	-0.691	-1.6191	-10.1183	-1.2263	3.4059	3.7005	-0.5976	-4.3759	-8.869	-6.4848	1.1516	1.9114	5.8283	-0.7656	-0.059	0.0771	-0.729	1.6761	2.0151	4.3049	0.4173	1.4565	-2.3148	0.7523	-0.9609	-2.2684	-2.5982	-5.5322	2.8026	3.3192	8.5583	7.2827	-0.7754
D06-OH-R1	-4.5975	-9.8664	-2.4279	-2.1451	-0.6581	-2.7724	-8.3804	-2.6517	-3.1044	-7.6157	1.2235	4.9336	2.5638	-4.6571	-6.3122	2.1495	-6.5171	-1.5831	4.5261	-6.0718	-6.7936	-8.0005	-11.8402	-10.0698	3.2931	2.2861	-1.6709	1.2156	1.2063	3.6055	-4.2993	-1.1149	3.1315	0.794	-9.0756	-1.8058	-4.0909	-4.4151	-4.1924	7.6003	6.4513	5.2133	5.2621	3.0899	6.0155	4.7787	4.9393	3.6153	4.832	0.926	5.0056	3.725	-0.5215	-11.1578	-7.212	5.1898	2.6486	4.6255	-3.6726	-4.4504	4.2033	4.0854	5.612	6.1973	5.5542	3.7444	9.2395	0.1654	3.667	5.5299	5.3474	1.7846	4.9101	6.2337	2.6101	-0.1008	-3.5578	-3.203	-9.5408	-11.935	-11.1482	-10.0758	-7.3937	4.1334	-5.8155	0.5243	-0.22	6.7706	3.6054	4.0829	6.9001	4.9421	-4.3478	5.0841	8.2629	9.356	8.5723	8.1016	0.4099	5.6818	-3.2538	2.4201	1.3814	-7.5471	0.7791	5.7749	1.7188	2.3029	-5.7367	-4.4082	-7.0655	0.9555	1.6988	1.5378	-2.9689	-1.0005	-2.2692	7.1388	-0.1557	5.1503	1.203	-1.0758	-3.3758	4.0325	3.6124	6.4254	-3.8933	-3.5385	-8.4408	-1.9774	-12.0341	4.3052	2.1195	-2.8914
