uncultured human fecal virus	Pepper mild mottle virus	Tobacco mild green mosaic virus	Tomato mosaic virus	Paprika mild mottle virus	Tomato brown rugose fruit virus	Malassezia globosa	Malassezia restricta	Azospirillum sp. 51_20	Pelomonas saccharophila	Sutterella wadsworthensis	Sutterella parvirubra	Proteobacteria bacterium CAG:139	Desulfovibrio piger	Bilophila wadsworthia	Bilophila sp. 4_1_30	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:83	Firmicutes bacterium CAG:103	Firmicutes bacterium CAG:114	Firmicutes bacterium CAG:137	Firmicutes bacterium CAG:240	Firmicutes bacterium CAG:424	Weissella jogaejeotgali	Clostridium phoceensis	Clostridium sp. CAG:138	Clostridium sp. CAG:169	Clostridium sp. CAG:217	Clostridium sp. CAG:343	Clostridium sp. 44_14	Clostridium sp. OM05-6BH	Clostridium sp. BIOML-A1	Clostridiaceae bacterium	Butyricicoccus sp. N15.MGS-46	Butyricicoccus sp. AM42-5AC	Butyricicoccus sp. BIOML-A1	uncultured Clostridiales bacterium	Roseburia intestinalis	Roseburia inulinivorans	Roseburia sp. AM16-25	Coprococcus catus	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	uncultured Lachnospiraceae bacterium	Blautia obeum	uncultured Blautia sp.	[Clostridium] bolteae	Murimonas intestini	Eubacterium ventriosum	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	uncultured Oscillibacter sp.	Oscillibacter sp. 57_20	Oscillibacter sp. CAG:241_62_21	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus bromii	uncultured Ruminococcus sp.	Ruminococcus sp. CAG:403	Ruminococcus sp.	Ruminococcus sp. Marseille-P328	Ruminococcus sp. AM28-13	Ruminococcus sp. TF12-19AC	Gemmiger formicilis	Faecalibacterium prausnitzii	uncultured Faecalibacterium sp.	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp. BIOML-A1	Anaerotruncus colihominis	Subdoligranulum sp. CAG:314	Subdoligranulum sp. 60_17	[Eubacterium] siraeum	Ruminococcaceae bacterium	Ruminococcaceae bacterium UBA1417	Ruminococcaceae bacterium UBA1691	Ruminococcaceae bacterium UBA6855	Flavonifractor plautii	Anaeromassilibacillus sp. Marseille-P3371	Neglecta timonensis	Clostridiales bacterium	Clostridiales bacterium UBA5901	Clostridiales bacterium UBA5909	Clostridiales bacterium UBA738	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Intestinimonas butyriciproducens	Clostridia bacterium	Candidatus Borkfalkia ceftriaxoniphila	Megamonas funiformis	Megamonas sp. Calf98-2	Megasphaera massiliensis	Dialister sp.	Peptoniphilus coxii	Firmicutes bacterium CAG:110_56_8	Firmicutes bacterium CAG:129_59_24	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Cutibacterium acnes	Coriobacteriaceae bacterium	Collinsella aerofaciens	Collinsella stercoris	Collinsella bouchesdurhonensis	Collinsella sp. UBA6357	Parolsenella catena	Enterorhabdus caecimuris	Eggerthellales bacterium	Coriobacteriia bacterium	Bacteroides fragilis	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides xylanisolvens	Bacteroides oleiciplenus	Bacteroides sartorii	Bacteroides mediterraneensis	Bacteroides sp. CAG:144	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes sp. CAG:157	Alistipes finegoldii CAG:68	Alistipes sp.	Alistipes sp. 56_11	Alistipes sp. 3BBH6	Alistipes sp. 5CBH24	Rikenellaceae bacterium	Prevotella copri	Prevotella sp. CAG:520	Prevotella sp.	Prevotella sp. AM23-5	uncultured Prevotellaceae bacterium	Paraprevotella clara	Odoribacter splanchnicus	Butyricimonas virosa	Butyricimonas paravirosa	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis	Methanococcus voltae
D03-ZH-R2	-2.8295	-8.5314	-7.3412	-8.23	-8.2104	-1.9567	-1.9997	4.006	-4.2535	2.6807	2.3516	3.9092	-3.6591	-4.9348	-1.0549	0.1876	-0.0132	-8.4812	-0.9321	2.9075	2.4727	0.8567	-1.766	-6.7536	-6.6699	0.1438	0.0512	2.8787	-1.6567	5.4945	-8.2365	1.1504	-1.3511	-3.0894	2.2255	-2.1732	0.1499	-1.679	4.2164	-0.7148	5.352	-1.0937	2.8852	5.1056	3.7477	0.4903	2.4515	2.4203	1.1191	-2.9968	-0.0556	-5.1907	5.3168	-2.4226	0.4803	-1.261	5.6898	3.0781	5.3044	-3.5376	-4.4501	-2.9747	3.7966	2.3223	1.1958	-1.0821	-1.9816	-8.0385	4.4784	8.5915	2.9847	4.4522	2.8714	-1.1146	-4.0736	2.2374	-1.1427	8.2514	-2.4298	-4.7893	-8.1557	1.4188	-2.4474	-0.9683	6.5328	3.9026	0.1718	-0.806	4.1039	-3.2208	-2.1511	-0.3311	-4.1883	4.7325	6.0035	-8.3739	2.4457	-8.2699	3.5816	0.6824	1.0469	-0.605	-5.0356	-0.096	1.2661	-1.2229	2.7633	-4.2464	-4.4033	-5.0359	-6.2908	-1.9586	-4.8045	-2.7227	0.5519	3.5184	3.7978	7.1621	-0.6508	3.6101	0.9834	3.9711	-0.1255	1.6023	-4.8908	0.4383	4.1255	-0.8479	2.1825	5.8967	-3.175	-2.0515	-2.436	0.9582	-2.7048	6.0968	4.1006	4.8593	1.7386	3.1319	-0.2619	-0.9278	-6.1174	1.31	5.5058	-4.1672	2.0337	2.3675	0.8569	11.4863	0.1753	9.0402	4.3656	7.7118	-0.7727	-1.8947	-4.9565	-5.2297	-1.1809	5.0447	0.5115	-5.2142
D03-ZH-R3	-0.6366	-4.5066	-4.7014	-8.4545	-1.5015	3.5174	-1.23	3.4712	1.7814	-0.1096	2.8216	2.3405	-2.7304	-1.6434	-0.236	-0.4138	-1.4692	-0.6632	0.604	0.7859	0.7254	0.3493	-1.3118	-5.3318	-7.1366	-0.8825	-0.0761	1.2861	-1.8052	1.3752	-5.2426	-0.2749	-1.8488	-1.4117	0.9002	-2.1911	-1.7981	-2.1822	1.9821	-0.2323	4.1515	-1.6154	0.5624	3.6546	2.2315	0.2011	0.747	0.5184	-0.0636	-3.316	-1.6321	-2.0946	4.5229	-2.2567	0.2773	-1.5121	4.2487	0.1448	2.9121	-2.0181	-2.4085	-1.7189	2.2235	0.6848	2.3032	-1.9464	-1.0416	-3.9867	2.3033	7.0923	1.6612	3.0484	1.1962	-1.6858	-3.1644	0.0086	-1.3968	5.6578	-3.2671	-2.1812	-1.3026	0.8518	-3.694	-2.6566	4.3264	2.5077	-2.3565	-3.9085	1.4016	-3.3803	-2.2858	-1.8898	-3.9309	4.2992	5.2662	-1.5437	-0.8626	-6.5244	1.129	-1.1666	2.5383	6.5552	3.4195	3.7832	0.2737	-1.3372	1.964	-3.1433	-4.3775	-3.1573	-3.4899	-1.1904	-2.6935	-3.2439	-0.3526	2.163	2.7039	5.8932	1.5503	2.06	2.2805	2.5725	-0.1675	1.559	-3.7183	-0.2223	2.6634	-2.0018	0.5598	4.7464	-0.8922	-2.776	-1.5231	-0.1556	-2.6577	4.9127	3.0595	4.083	1.1154	2.1624	-0.4828	-0.3363	-3.9823	0.7003	4.57	-3.1138	1.1637	1.4538	0.3444	10.1642	-0.902	7.5255	3.1197	6.1931	-2.5669	-1.0155	-1.4747	-1.7048	-0.7704	3.5949	-1.019	-6.2234
D03-ZR-R1	-1.9846	-6.7096	-6.7028	-8.7832	-9.335	-2.1023	-4.6958	-0.5208	-7.1164	-1.1519	4.4851	5.7827	-2.438	-6.6076	-1.4904	1.44	-1.0066	-5.9771	0.116	3.6167	3.1819	1.1632	-1.357	-4.3364	-7.1737	-1.0291	0.2792	1.096	-1.158	6.6421	-9.2603	1.5336	-2.6056	-2.9008	1.2865	-2.0102	1.0359	-1.7211	4.7399	-2.5623	5.3096	-2.6772	2.6472	5.7092	3.6101	0.3909	3.8975	2.2248	1.5129	-2.2549	-0.4389	-3.3461	5.4266	-1.8563	-1.7129	-0.6253	5.3043	2.629	4.9858	-2.4893	-2.8726	-1.0503	6.1555	1.1174	2.2585	-1.4504	-1.7907	-6.0578	4.5184	8.5602	2.337	3.4392	2.6641	-0.753	-4.6605	1.938	-0.0857	8.3481	-1.2111	-3.781	-4.2395	1.5245	-0.6259	-0.9073	6.9725	3	0.786	0.58	4.8407	-3.179	-2.0249	0.5886	-2.384	3.2248	4.5773	-6.9098	2.9125	-6.2942	3.6317	0.1031	2.3337	-2.6399	-3.8834	-0.5686	-2.5615	0.8475	4.0855	-3.087	-0.6181	-1.7496	-5.8997	-0.3244	-3.744	-0.4969	-0.2559	2.0854	3.7411	5.5557	-1.0354	1.8971	-1.0068	3.5581	-0.8775	0.702	-5.8079	-0.2049	3.6369	-0.9086	1.0578	5.6013	-3.5561	-3.4875	-5.1352	1.154	-4.4089	5.4464	3.1131	5.5833	1.8875	3.9626	0.0484	-0.2529	-5.7399	1.6902	5.4423	-4.5264	2.6518	2.4125	1.6929	9.6432	-1.55	8.0042	2.3826	6.1545	-1.3093	-1.8153	-7.5117	-7.8935	-2.6789	5.1163	0.3071	-1.9689
D03-ZR-R2	-2.7553	-8.3869	-8.3676	-9.2656	-7.8132	-1.661	-4.2225	0.7839	-3.1186	-1.4436	2.4056	4.3663	-5.5122	-6.2555	-1.0498	1.0079	0.3707	-6.0001	1.4956	3.2696	3.881	4.2425	0.4269	-4.0789	-6.1404	-1.645	0.5624	2.4768	-0.4418	8.3847	-9.139	1.2141	0.2111	-2.3752	1.5709	-1.5382	2.1613	-0.5367	4.9929	-3.0099	4.6062	-2.0984	3.2213	3.7429	4.0257	1.2443	3.6491	3.275	2.2802	-1.9583	-1.5089	-3.533	7.0623	-2.6446	-1.8994	-0.3567	5.3062	2.9609	6.294	-2.3947	-2.3971	-1.5519	5.8954	1.4043	1.9976	-0.4737	-2.3647	-7.7395	4.9004	7.9095	1.5318	3.8919	1.9233	-0.6375	-5.3161	1.0964	-0.0168	8.9629	-0.8915	-3.5766	-5.4111	2.1844	0.4018	0.2719	7.2627	3.906	0.9074	0.3308	5.43	-1.8188	-1.243	1.6937	-3.0133	3.4255	4.5332	-5.2106	3.4522	-3.6292	4.7168	2.0195	2.4018	-2.4284	-2.6528	-0.419	-2.5527	1.9797	4.7276	-2.8298	0.429	-0.7754	-5.7273	1.7996	-7.7912	0.9265	-0.5494	1.3991	2.9331	4.8395	-1.1247	1.6597	-0.5475	2.8932	-2.6946	-0.4992	-6.1939	-0.9048	3.1501	-1.0505	0.9701	3.6919	-4.5218	-7.2973	-5.9997	2.0252	-4.7043	4.2723	1.3365	4.6107	1.317	3.2698	-1.2151	-0.6559	-7.2824	0.4702	5.1116	-6.4611	2.0328	1.8851	0.7045	9.2844	-1.8858	7.5766	1.517	5.9457	-2.1269	-3.014	-7.5979	-7.7252	-2.0015	3.9544	0.213	-3.1965
D03-ZR-R3	-3.0744	-9.4943	-11.0753	-11.0374	-10.9392	-8.5868	-4.0917	0.9889	-6.6957	-2.7903	2.8808	4.1197	-4.4016	-5.445	-0.4972	1.2652	0.7446	-5.5505	0.7651	4.0205	4.5284	4.1528	0.3903	-3.6043	-5.8148	-3.3586	1.1983	1.8874	-0.884	7.8588	-9.5031	0.6959	0.231	-1.7511	2.351	-0.4688	3.8868	0.4362	5.5452	-2.2206	4.9801	-0.9635	3.5267	4.8023	4.5349	3.1045	3.3744	3.5743	2.9267	-2.3484	-1.0841	-3.8489	6.6198	-3.3567	-2.4926	0.5188	5.6262	3.7243	6.9268	-1.4359	-1.4531	-2.6082	5.2277	0.32	1.8366	1.0182	-2.1537	-8.4931	5.1775	9.4391	3.5022	5.2405	3.998	-0.2683	-5.0318	2.3213	-0.5187	8.9323	-1.0744	-2.8419	-3.6552	2.7635	0.1207	0.0772	7.7448	4.0323	1.5549	1.2296	6.0893	-1.2738	-0.7279	1.722	-3.6202	4.031	5.3344	-5.2336	4.6611	-3.423	4.3278	2.5718	4.428	-2.5703	-2.1447	0.9667	-2.2113	2.3862	5.508	-2.423	0.4455	-0.5165	-5.0606	1.6616	-6.0223	1.0083	-0.9293	0.3354	2.6437	4.5399	-2.2433	0.7592	-2.1065	2.7784	-3.6209	-0.6541	-7.2537	-1.9698	2.8762	-2.3492	-0.157	3.4702	-4.6446	-7.5638	-5.8747	0.114	-5.589	4.0749	1.699	4.8278	1.8818	3.6082	-1.0666	-0.7828	-7.8975	1.2118	4.6563	-4.7775	2.3409	2.2498	1.187	8.7988	-1.6908	7.9897	2.483	4.9601	-2.4584	-2.9432	-7.1177	-7.6929	-3.2936	4.2945	-0.6469	-10.1809
D04-NF-R1	-1.0313	-6.0918	1.8091	-7.7767	-8.7538	9.9947	-1.1637	0.089	-4.6818	-1.4184	-0.0958	-1.7318	-7.0775	3.9679	1.8177	2.6204	-1.9795	4.1931	-1.8756	2.5792	-0.8215	6.9138	-1.1291	2.442	-6.0913	-0.5931	2.7283	9.1664	-2.8311	4.3099	-4.0872	-5.0656	-6.0479	-4.2635	1.8371	0.988	-2.5435	-0.2257	7.6527	-0.5633	4.3881	-3.2528	3.531	-0.2926	4.6963	3.5313	3.6778	0.7418	2.9776	-2.2844	0.1893	0.7926	-10.7512	-2.2633	1.0063	-0.7733	5.1871	2.3849	8.3877	5.4894	5.3774	-2.0454	4.3912	-1.6908	1.3894	0.6683	-5.3886	-1.8007	4.2913	7.248	-0.4797	3.9878	-0.1797	0.2163	-4.2269	-0.022	4.7427	7.5706	-1.9623	-1.8954	-1.1406	3.2084	-3.0753	-0.6695	8.2529	6.0446	3.7536	3.9203	1.3918	0.7692	1.4098	1.6772	-3.2332	-7.3276	-6.923	-3.9636	0.8634	-7.5769	5.4569	2.9573	1.0637	3.5281	-0.0915	2.2987	-1.4658	0.6146	0.1222	-2.6391	-5.1968	-2.4935	1.6665	-1.1496	-8.4301	2.5335	-0.1829	0.512	2.2718	1.6935	1.0119	0.5472	0.4173	2.6278	-2.0578	-2.1119	-10.5267	0.5825	0.9489	0.4257	-1.4354	-2.2214	-3.25	-4.2008	-7.8766	3.5371	-10.9195	-3.2439	-0.3188	-2.1976	-0.0882	-2.2224	0.7865	5.3145	-8.6384	-0.2962	-1.3354	-6.153	-1.3901	-1.1066	0.2238	4.8785	1.2983	6.8861	4.7309	2.6024	1.4961	0.4011	-0.1501	-2.4728	0.1173	-1.4355	4.3561	-0.7162
D04-NF-R2	-1.4218	-6.6626	1.1312	-5.8369	-7.7746	9.5379	-2.2388	0.3248	-5.0671	-0.8924	1.8535	-1.8891	-6.5357	3.7518	1.3708	2.186	-2.0306	3.3344	1.077	2.6582	-0.3705	6.7361	-1.2062	3.0373	-6.7815	-3.489	2.6484	9.1701	-2.6112	4.5446	-5.7279	-5.3117	-6.6803	-4.2934	1.917	0.2357	-2.2274	-0.4805	7.6814	-0.7571	3.3613	-3.5826	2.9575	-0.5427	4.9844	3.3208	3.5904	0.5421	2.653	-2.1539	-0.3387	-0.1723	-8.3731	-1.5453	0.3121	-0.9446	5.2481	2.1702	8.4608	5.5396	5.3461	-2.1177	4.7081	-1.9014	1.4037	1.1042	-7.3233	-2.5384	3.7445	7.3678	-0.234	3.9883	-0.1118	0.1657	-4.2609	-0.005	4.8434	7.7245	-1.5915	-1.6047	-1.6118	3.1215	-2.8065	-0.5068	8.3462	5.8769	3.9883	4.0134	1.7523	0.8567	1.3446	1.3763	-2.3146	-6.0598	-7.9893	-2.4974	0.9154	-6.7621	5.2005	3.1245	0.7307	3.5117	-1.0637	1.8336	-2.1189	0.2575	0.4776	-2.5434	-4.8676	-2.3544	1.0321	-1.614	-6.5915	2.091	0.036	0.4916	2.5412	1.6401	1.1741	0.8333	1.207	2.6632	-2.0162	-1.8031	-11.1411	-0.5825	1.0826	0.5735	-1.3815	-2.2607	-3.0156	-4.6154	-8.6009	3.8187	-8.5377	-3.3522	-0.5192	-2.4791	-0.1024	-2.5706	0.6262	5.2463	-2.7467	-0.2154	-1.6955	-1.7659	-1.4182	-0.8021	-3e-04	5.2414	1.6322	6.8185	5.0043	2.7863	1.5111	0.111	-1.1941	-3.581	0.0462	-0.0576	4.7083	-8.5909
D04-NF-R3	-0.2039	-4.619	2.4277	-6.1572	-7.2951	10.7271	-1.0373	1.5162	-5.637	-1.8411	0.2343	-1.8175	-6.387	3.8741	1.463	2.5468	-2.3731	4.5655	-1.9063	2.501	-1.1735	6.8222	-0.9748	2.4062	-6.417	-2.9078	2.9536	9.437	-2.2634	4.164	-5.0286	-4.8183	-5.1582	-3.7101	2.2102	0.9485	-2.277	-0.3679	7.6543	0.6682	3.5396	-2.43	2.8432	-0.0363	4.9356	3.6059	3.85	0.359	3.2917	-1.8325	-1.6482	-0.4479	-10.836	-2.0462	0.1323	-0.7902	5.138	2.1647	8.3546	5.5622	5.3973	-1.9605	4.5531	-1.8007	1.6367	1.0755	-7.9311	-2.2568	4.1485	7.383	-0.5047	3.9882	-0.4281	0.4579	-4.9033	0.4195	5.0037	7.7891	-1.5248	-1.4011	-1.7179	3.0209	-2.7361	-0.5474	8.5393	6.2284	3.8722	3.651	1.0503	0.9941	1.2589	1.5427	-2.9559	-5.7639	-7.7727	-3.828	0.9709	-5.7914	5.7127	3.0176	0.5929	3.3007	-0.8418	1.8246	-1.5852	-0.1812	-0.3861	-1.4385	-6.2519	-2.7223	0.4076	-1.4226	-7.5521	1.3393	-0.0283	0.4363	2.4806	2.0751	1.03	0.9716	0.3999	3.4875	-2.0843	-1.6138	-10.7	-0.6953	1.0646	0.7262	-1.475	-2.074	-4.0122	-4.7795	-8.1789	3.7329	-7.2582	-2.8111	0.0221	-2.5107	0.0962	-2.1207	1.0351	5.7703	-8.7563	-0.1032	-1.352	-6.0869	-0.6326	-0.4227	0.4785	5.0574	1.565	7.5921	4.6143	2.8987	2.1061	0.4013	-0.7492	-2.2144	0.113	-1.2448	4.8045	-10.4833
D04-OF-R1	1.8775	-2.7889	4.1254	-4.6907	-5.2593	11.6775	2.1579	-1.3934	-5.3185	-3.3878	2.02	-0.9908	-5.7299	2.6815	0.3452	1.3315	-2.0536	6.8819	-2.6363	2.239	-1.2236	3.9411	-1.579	2.3661	-8.173	-2.2672	2.4638	6.5612	-3.2323	4.7027	-4.3094	-4.757	-4.234	-4.0785	2.1276	-0.2973	-2.8664	-1.599	7.2498	-0.964	2.9997	-3.392	1.8977	-0.2332	4.5877	2.1543	3.4713	-0.6598	1.9205	-2.127	-3.4004	-0.7641	-11.1992	-0.2982	2.1267	-1.6417	4.5865	2.1874	7.5314	4.463	4.3254	-2.0053	3.8499	-1.8333	0.3191	-1.032	-6.2261	-2.4883	3.145	6.604	-0.7463	3.4119	-0.6277	-0.535	-4.283	-0.6667	6.8077	7.4418	-2.5973	-2.7488	-1.9876	2.0852	-2.6038	-1.4393	7.422	6.3347	4.0207	3.8715	2.063	0.5474	0.7789	1.1172	-2.8778	-6.1269	-7.062	-6.0039	1.5191	-5.9959	5.5507	2.0516	-2.1977	3.3333	-3.8318	1.1619	-4.225	0.9076	-0.4629	-2.0623	-6.3984	-2.9884	0.4962	-0.0354	-5.1161	1.7107	-0.0888	2.3506	2.9228	2.3094	1.3009	1.0112	1.4708	3.517	-0.9111	-1.3106	-11.2437	2.2567	1.4961	0.9086	-1.3785	-1.9848	-3.1914	-3.56	-8.9676	4.1543	-7.3631	-3.1528	1.5784	-2.2297	0.2907	-1.6067	1.0443	6.1968	-7.275	1.1273	-0.8172	-4.2384	-1.0173	-0.8765	1.4545	5.7789	3.8718	5.7215	5.0028	2.8146	2.2889	1.6104	-0.0724	-0.5859	0.2119	-1.227	5.1895	-3.5843
D04-OF-R2	0.093	-4.9861	2.1838	-5.8668	-6.9363	9.953	1.3397	0.5061	-3.683	-2.2983	1.2402	-1.5394	-6.8221	2.4491	0.149	1.0825	-2.3179	5.631	-2.3402	2.3029	-1.2936	4.7422	-1.3746	3.1604	-5.9625	-2.8463	1.5209	7.0923	-3.3348	5.7363	-4.5727	-3.944	-5.4276	-3.4896	1.8363	0.9968	-2.579	-1.7654	7.215	-1.0114	3.0375	-3.7732	2.3342	-1.0975	4.2184	2.2521	3.4199	-0.2929	3.1509	-2.1125	-3.2499	-1.0048	-9.8733	0.2975	1.2254	-1.1589	4.7188	1.5706	7.7457	4.4794	4.236	-2.1432	3.7864	-2.2468	-0.2356	-0.2806	-8.4158	-2.4552	3.4598	6.4423	-1.4069	3.7373	-1.1537	-0.3365	-4.1556	-0.6837	5.4199	7.8417	-2.3143	-2.5365	-1.4792	2.4319	-3.1794	-1.5286	7.3688	6.5917	4.2953	4.079	1.2284	0.8387	0.8851	1.0136	-2.8576	-5.679	-8.8184	-5.4443	1.2919	-5.0829	5.6094	2.6899	-2.3132	4.1959	-3.0097	1.484	-1.7903	0.4693	-1.0981	-2.1766	-5.9252	-2.1919	0.3333	-0.4421	-6.9505	1.3821	0.4257	1.8324	3.0326	2.7365	1.7033	1.3023	1.5208	3.7986	-1.4946	-0.9368	-9.9677	1.22	1.4565	1.0986	-0.5369	-1.5594	-2.5467	-3.8534	-5.7468	4.3829	-6.3699	-2.5812	1.5585	-2.1358	0.4382	-1.3858	1.4503	6.6046	-8.8861	0.4578	-0.7993	-4.1676	0.0611	-0.1346	1.3484	5.3596	2.9509	6.1413	4.3109	2.6966	1.5829	1.4584	0.2475	-1.5735	0.4288	-0.8005	5.2766	-4.9127
D04-OF-R3	0.196	-4.354	2.2888	-6.6758	-7.1551	9.6183	0.6718	-3.4445	-5.0155	-4.0106	1.0018	-1.3263	-6.8799	2.7107	0.6825	1.6394	-2.0769	5.2544	-2.5023	2.519	-0.7608	5.4438	-1.1648	3.5124	-5.7147	-10.167	1.8249	7.0845	-2.9195	6.1863	-3.845	-4.2158	-5.0304	-3.5889	2.0939	0.5484	-2.2469	-1.1403	7.3748	-1.0863	3.4476	-3.7561	2.8091	-0.9093	4.4486	2.698	3.6484	0.5049	3.8921	-1.4789	-2.7016	-1.5957	-11.2544	0.1823	0.4903	-1.1949	4.9656	1.9003	7.9793	4.7966	4.6125	-1.3753	4.1566	-2.9642	-0.031	0.7504	-9.0999	-1.6869	3.4737	6.9188	-0.774	4.117	-0.6887	-0.1374	-4.5227	-0.1331	6.0874	8.1654	-2.1589	-2.2885	-1.5564	2.7309	-2.692	-1.215	7.6676	6.8774	4.5487	4.3806	1.6115	0.9682	1.174	1.2589	-2.8577	-5.1782	-11.1378	-4.42	1.797	-5.9488	5.8669	2.8758	-1.2831	4.8553	-2.7889	1.7518	-6.9596	0.534	-0.6146	-1.1692	-5.8683	-2.3804	0.0625	-0.2957	-6.6908	1.179	0.9164	2.0681	3.7047	3.0219	2.3389	1.5902	1.7994	4.1548	-0.6425	-0.7079	-10.9622	0.82	1.8303	1.8836	-0.612	-1.021	-2.357	-3.1959	-6.5526	5.0302	-6.8774	-2.44	2.054	-2.0945	0.7038	-1.3355	1.712	6.6321	-11.008	0.6792	-0.7506	-4.5094	0.0744	-0.2158	1.5389	5.4147	2.4486	6.1611	4.3326	2.7149	1.7498	1.8702	-0.4412	-0.2553	0.7734	-0.4378	5.5368	-10.8455
D04-OR-R2	5.3198	1.1924	7.4861	-6.054	-1.632	10.6125	1.3106	5.5719	0.0738	3.2321	0.5748	-2.2439	-6.1651	3.1393	-0.5995	0.7024	-3.8215	3.0152	-0.2701	2.1278	-1.3741	5.0873	-0.845	1.8346	-6.1723	2.7694	0.7023	4.1807	-2.7275	3.9685	-0.2136	-6.0996	-2.4545	-5.9112	0.4741	0.2843	-2.3898	-0.9597	6.4457	-3.8524	4.9396	-3.12	3.6448	1.9028	4.2716	0.7583	3.0762	-1.6664	-1.1081	-6.196	2.7331	-0.7468	-2.5965	1.9675	-1.9974	-1.6692	3.9022	0.9088	7.2994	3.572	3.4501	-3.1475	4.3955	-5.9163	-0.1266	-1.8988	-3.2044	-6.4207	2.3822	5.0095	-1.1843	2.7395	-2.5806	-1.8238	-4.1686	0.0494	2.5562	6.5761	-2.8738	-4.5473	0.3018	1.7817	-3.8106	-1.6094	5.6909	5.4722	6.0895	5.3317	1.6523	-0.6847	0.7335	0.4401	-3.6444	-4.4114	-3.7874	-6.1251	0.3347	-3.0361	3.57	2.5424	-0.2002	3.8582	-0.7806	1.785	3.0737	-1.5503	-1.0407	-2.1703	-4.5407	-3.5271	0.7715	-0.6474	-6.0124	0.497	-0.091	0.1921	2.448	1.9405	1.2851	-1.2449	0.7349	1.6702	-1.8809	-0.8222	-6.3053	-0.9131	-0.1653	0.3323	-0.9089	-1.6903	-4.1548	-3.577	-6.1644	3.7406	-6.0831	-2.6841	0.1233	-0.3217	-0.7038	-1.5734	0.3251	5.6015	-4.5501	-0.5078	-0.4287	-2.4177	-1.1011	-0.3825	0.377	4.0785	1.1894	4.7257	3.223	1.492	2.184	-2.6086	-3.674	-6.124	-0.4557	-1.0864	4.0951	1.0542
D04-OR-R3	5.8944	1.778	8.2002	-6.4808	-1.362	11.1674	1.8062	6.4306	-4.5563	2.3459	1.3278	-0.6826	-8.3762	3.619	0.69	1.5742	-1.7651	3.9379	-1.2545	2.5762	-0.2201	5.3767	-2.2515	3.1884	-8.3358	2.3992	1.5296	4.2395	-2.2159	4.9372	1.3279	-8.1119	-8.2986	-5.4152	1.7985	-1.107	-2.9017	0.069	7.2367	-1.9823	5.8174	-3.9037	3.7269	1.3899	3.5555	0.0971	3.702	-1.5861	-0.4805	-1.9657	2.9993	-1.0664	-8.2535	3.4468	0.0106	-1.5746	4.5293	2.5322	8.0081	4.4531	4.3322	-2.5695	5.9013	-4.4473	0.3732	-2.3219	-8.3111	-5.6955	2.3901	5.2031	-1.2816	2.837	-1.6359	-0.2086	-8.4509	0.1923	2.5981	7.1589	-3.4768	-2.5245	1.5667	2.7137	-4.6046	-1.1179	6.3571	6.3587	6.9883	6.2432	2.7383	-1.1244	1.0628	1.3564	-4.6245	-8.485	-8.2779	-4.1157	-0.03	-5.8959	4.1479	3.2179	-0.5345	4.2391	-2.979	1.4392	3.2786	-0.8459	-0.6813	-2.5047	-8.3744	-3.7254	0.2192	-0.8766	-5.0406	0.3689	0.3044	0.6442	3.2178	2.7206	1.6549	-0.3131	1.0837	1.9928	-1.6762	-0.3906	-8.4832	-0.5662	0.2305	1.4217	-1.5848	-1.5328	-4.6604	-8.3204	-8.5261	4.483	-8.4124	-3.2552	0.6787	-1.3912	1.4399	-0.7262	2.083	7.045	-8.3001	1.2088	0.2222	-3.9211	-0.7166	0.1485	1.001	4.4299	1.6407	5.7241	3.7305	2.1787	1.971	-1.4019	-2.3458	-7.4476	0.6958	-0.3425	5.0804	-4.8082
